coords,origin_id
9.1877290887675-45.48470594865099,427
9.20054231164841-45.48470594865099,428
9.206948923088866-45.48470594865099,429
9.206948923088866-45.48470594865099,429
9.206948923088866-45.48470594865099,429
9.206948923088866-45.48470594865099,429
9.206948923088866-45.48470594865099,429
9.206948923088866-45.48470594865099,429
9.219762145969774-45.48470594865099,430
9.219762145969774-45.48470594865099,430
9.22616875741023-45.48470594865099,431
9.22616875741023-45.48470594865099,431
9.22616875741023-45.48470594865099,431
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.232575368850684-45.48470594865099,432
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.23898198029114-45.48470594865099,433
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.245388591731594-45.48470594865099,434
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.251795203172048-45.48470594865099,435
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.258201814612503-45.48470594865099,436
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.264608426052956-45.48470594865099,437
9.271015037493411-45.48470594865099,438
9.271015037493411-45.48470594865099,438
9.271015037493411-45.48470594865099,438
9.271015037493411-45.48470594865099,438
9.271015037493411-45.48470594865099,438
9.271015037493411-45.48470594865099,438
9.277421648933869-45.48470594865099,439
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.28382826037432-45.48470594865099,440
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.290234871814777-45.48470594865099,441
9.29664148325523-45.48470594865099,442
9.29664148325523-45.48470594865099,442
9.29664148325523-45.48470594865099,442
9.29664148325523-45.48470594865099,442
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.303048094695686-45.48470594865099,443
9.30945470613614-45.48470594865099,444
9.30945470613614-45.48470594865099,444
9.30945470613614-45.48470594865099,444
9.30945470613614-45.48470594865099,444
9.30945470613614-45.48470594865099,444
9.30945470613614-45.48470594865099,444
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.315861317576594-45.48470594865099,445
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.32226792901705-45.48470594865099,446
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.328674540457504-45.48470594865099,447
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.33508115189796-45.48470594865099,448
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.341487763338414-45.48470594865099,449
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.347894374778868-45.48470594865099,450
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.354300986219323-45.48470594865099,451
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.360707597659776-45.48470594865099,452
9.367114209100231-45.48470594865099,453
9.367114209100231-45.48470594865099,453
9.367114209100231-45.48470594865099,453
9.367114209100231-45.48470594865099,453
9.367114209100231-45.48470594865099,453
9.367114209100231-45.48470594865099,453
9.373520820540689-45.48470594865099,454
9.373520820540689-45.48470594865099,454
9.373520820540689-45.48470594865099,454
9.373520820540689-45.48470594865099,454
9.373520820540689-45.48470594865099,454
9.373520820540689-45.48470594865099,454
9.37992743198114-45.48470594865099,455
9.37992743198114-45.48470594865099,455
9.37992743198114-45.48470594865099,455
9.37992743198114-45.48470594865099,455
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.386334043421597-45.48470594865099,456
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.39274065486205-45.48470594865099,457
9.399147266302506-45.48470594865099,458
9.399147266302506-45.48470594865099,458
9.399147266302506-45.48470594865099,458
9.411960489183414-45.48470594865099,459
9.41836710062387-45.48470594865099,460
9.149294784299377-45.48919762155104,461
9.16210902892783-45.48919762155104,462
9.16210902892783-45.48919762155104,462
9.16210902892783-45.48919762155104,462
9.181330395870509-45.48919762155104,463
9.19414464049896-45.48919762155104,464
9.200551762813188-45.48919762155104,465
9.200551762813188-45.48919762155104,465
9.206958885127412-45.48919762155104,466
9.206958885127412-45.48919762155104,466
9.206958885127412-45.48919762155104,466
9.219773129755866-45.48919762155104,467
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.226180252070092-45.48919762155104,468
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.23258737438432-45.48919762155104,469
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.238994496698544-45.48919762155104,470
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.245401619012773-45.48919762155104,471
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.251808741326998-45.48919762155104,472
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.258215863641224-45.48919762155104,473
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.264622985955452-45.48919762155104,474
9.28384435289813-45.48919762155104,475
9.28384435289813-45.48919762155104,475
9.28384435289813-45.48919762155104,475
9.28384435289813-45.48919762155104,475
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.290251475212356-45.48919762155104,476
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.296658597526584-45.48919762155104,477
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.30306571984081-45.48919762155104,478
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.309472842155037-45.48919762155104,479
9.315879964469262-45.48919762155104,480
9.315879964469262-45.48919762155104,480
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.322287086783488-45.48919762155104,481
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.328694209097714-45.48919762155104,482
9.33510133141194-45.48919762155104,483
9.33510133141194-45.48919762155104,483
9.33510133141194-45.48919762155104,483
9.33510133141194-45.48919762155104,483
9.33510133141194-45.48919762155104,483
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.341508453726169-45.48919762155104,484
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.347915576040394-45.48919762155104,485
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.35432269835462-45.48919762155104,486
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.360729820668846-45.48919762155104,487
9.367136942983072-45.48919762155104,488
9.367136942983072-45.48919762155104,488
9.367136942983072-45.48919762155104,488
9.3735440652973-45.48919762155104,489
9.3735440652973-45.48919762155104,489
9.3735440652973-45.48919762155104,489
9.3735440652973-45.48919762155104,489
9.3735440652973-45.48919762155104,489
9.379951187611526-45.48919762155104,490
9.379951187611526-45.48919762155104,490
9.379951187611526-45.48919762155104,490
9.379951187611526-45.48919762155104,490
9.379951187611526-45.48919762155104,490
9.379951187611526-45.48919762155104,490
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.386358309925752-45.48919762155104,491
9.392765432239978-45.48919762155104,492
9.392765432239978-45.48919762155104,492
9.392765432239978-45.48919762155104,492
9.392765432239978-45.48919762155104,492
9.392765432239978-45.48919762155104,492
9.399172554554204-45.48919762155104,493
9.399172554554204-45.48919762155104,493
9.405579676868433-45.48919762155104,494
9.405579676868433-45.48919762155104,494
9.405579676868433-45.48919762155104,494
9.405579676868433-45.48919762155104,494
9.411986799182657-45.48919762155104,495
9.411986799182657-45.48919762155104,495
9.418393921496884-45.48919762155104,496
9.123669616507607-45.49368929445109,497
9.142892516434198-45.49368929445109,498
9.162115416360788-45.49368929445109,499
9.16852304966965-45.49368929445109,500
9.181338316287375-45.49368929445109,501
9.187745949596238-45.49368929445109,502
9.187745949596238-45.49368929445109,502
9.187745949596238-45.49368929445109,502
9.194153582905102-45.49368929445109,503
9.194153582905102-45.49368929445109,503
9.200561216213964-45.49368929445109,504
9.200561216213964-45.49368929445109,504
9.200561216213964-45.49368929445109,504
9.206968849522829-45.49368929445109,505
9.206968849522829-45.49368929445109,505
9.206968849522829-45.49368929445109,505
9.206968849522829-45.49368929445109,505
9.206968849522829-45.49368929445109,505
9.206968849522829-45.49368929445109,505
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.21337648283169-45.49368929445109,506
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.219784116140552-45.49368929445109,507
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23259938275828-45.49368929445109,508
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.23900701606714-45.49368929445109,509
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
9.245414649376004-45.49368929445109,510
